F. contable;F. valor;Concepto;Importe;Saldo anterior;Saldo;Seq;Import_num;Saldo anterior;Tiene fecha;Fecha Valor Concepto;Clave_Concepto;Categoria;Subcategoria;Mes_Valor_Concepto;Fijo_Variable
28/10/2016;28/10/2016;T/ AUTOPISTAS TERR 25-10-2016;-1,38;15127,63;15126,25;9064;-1,38;15126,25;2016-10-25;25/10/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;10;VARIABLES
28/10/2016;28/10/2016;T/ MCDONALDS PRYC\PRAT 25-10-2016;-7,55;15126,25;15118,70;9065;-7,55;15118,70;2016-10-25;25/10/2016;MCDONALDS;Gastos_Ocio y transporte;Restaurantes;10;VARIABLES
28/10/2016;28/10/2016;HAB. FOMENT DE TERRASSA S.A. Transf;1785,88;15118,70;16904,58;9066;1785,88;16904,58;2016-10-28;28/10/2016;HAB;Ingresos;Nomina;10;FIJO
29/10/2016;28/10/2016;T/ TABASA VALLVI S. 25-10-2016;-4,16;16904,58;16900,42;9067;-4,16;16900,42;2016-10-25;25/10/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;10;VARIABLES
29/10/2016;29/10/2016;T/ CAFET.C T PRAT\PRAT 26-10-2016;-4,25;16900,42;16896,17;9068;-4,25;16896,17;2016-10-26;26/10/2016;CAFETC;Gastos_Ocio y transporte;Restaurantes;10;VARIABLES
29/10/2016;29/10/2016;T/ FARMA.ANGEL MORENO\ 26-10-2016;-22,75;16896,17;16873,42;9069;-22,75;16873,42;2016-10-26;26/10/2016;FARMAANGEL;Gastos_Salud, saber y deporte;Farmacia;10;VARIABLES
29/10/2016;29/10/2016;T/ AUTOPISTAS TERR 26-10-2016;-1,38;16873,42;16872,04;9070;-1,38;16872,04;2016-10-26;26/10/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;10;VARIABLES
29/10/2016;29/10/2016;T/ FRANKFURT LES LLET\ 26-10-2016;-2,70;16872,04;16869,34;9071;-2,70;16869,34;2016-10-26;26/10/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;10;VARIABLES
29/10/2016;29/10/2016;T/ TABASA VALLVI S. 26-10-2016;-4,16;16869,34;16865,18;9072;-4,16;16865,18;2016-10-26;26/10/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;10;VARIABLES
29/10/2016;29/10/2016;T/ AUTOPISTAS TERR 26-10-2016;-1,38;16865,18;16863,80;9073;-1,38;16863,80;2016-10-26;26/10/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;10;VARIABLES
30/10/2016;30/10/2016;T/ AUTOPISTAS TERR 27-10-2016;-1,38;16863,80;16862,42;9074;-1,38;16862,42;2016-10-27;27/10/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;10;VARIABLES
30/10/2016;30/10/2016;T/ FARMA.ANGEL MORENO\ 27-10-2016;-16,84;16862,42;16845,58;9075;-16,84;16845,58;2016-10-27;27/10/2016;FARMAANGEL;Gastos_Salud, saber y deporte;Farmacia;10;VARIABLES
30/10/2016;30/10/2016;T/ CAPRABO \ 27-10-2016;-8,63;16845,58;16836,95;9076;-8,63;16836,95;2016-10-27;27/10/2016;CAPRABO;Gastos_Compras;Supermercado;10;VARIABLES
30/10/2016;30/10/2016;T/ FARMACIA TORRAS \ 27-10-2016;-8,89;16836,95;16828,06;9077;-8,89;16828,06;2016-10-27;27/10/2016;FARMACIA;Gastos_Salud, saber y deporte;Farmacia;10;VARIABLES
30/10/2016;30/10/2016;T/ FRANKFURT LES LLET\ 27-10-2016;-2,70;16828,06;16825,36;9078;-2,70;16825,36;2016-10-27;27/10/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;10;VARIABLES
31/10/2016;31/10/2016;T/ CAPRABO \ 28-10-2016;-14,54;16825,36;16810,82;9079;-14,54;16810,82;2016-10-28;28/10/2016;CAPRABO;Gastos_Compras;Supermercado;10;VARIABLES
31/10/2016;31/10/2016;T/ FRANKFURT LES LLET\ 28-10-2016;-2,70;16810,82;16808,12;9080;-2,70;16808,12;2016-10-28;28/10/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;10;VARIABLES
31/10/2016;31/10/2016;HAB. INFORMACIO I TECNOLOGIA DE CAT;1605,36;16808,12;18413,48;9081;1605,36;18413,48;2016-10-31;31/10/2016;HAB;Ingresos;Nomina;10;FIJO
31/10/2016;31/10/2016;REC. 6061.9600001223;-485,11;18413,48;17928,37;9082;-485,11;17928,37;2016-10-31;31/10/2016;REC;Gastos_Banco y organismos;Hipoteca;10;FIJO
31/10/2016;31/10/2016;FACT TARJETAS TARJ.CREDITO 42689013 16-11-01;-463,89;17928,37;17464,48;9083;-463,89;17464,48;2016-11-01;31/10/2016;FACT;No computable;Recibo Tarjeta;10;
31/10/2016;31/10/2016;FACT TARJETAS TARJ.CREDITO 07126017 16-11-01;-195,64;17464,48;17268,84;9084;-195,64;17268,84;2016-11-01;31/10/2016;FACT 07126017;Gastos_Banco y organismos;Credito Bea;10;VARIABLE
01/11/2016;01/11/2016;T/ CINESA PARC VALLES\ 29-10-2016;-13,50;17268,84;17255,34;9085;-13,50;17255,34;2016-10-29;29/10/2016;CINESA;Gastos_Ocio y transporte;Espectáculos;10;VARIABLES
01/11/2016;01/11/2016;T/ CINESA PARC VALLES\ 29-10-2016;-14,80;17255,34;17240,54;9086;-14,80;17240,54;2016-10-29;29/10/2016;CINESA;Gastos_Ocio y transporte;Espectáculos;10;VARIABLES
03/11/2016;03/11/2016;T/ CINESA PARC VALLES\ 31-10-2016;-26,80;17240,54;17213,74;9087;-26,80;17213,74;2016-10-31;31/10/2016;CINESA;Gastos_Ocio y transporte;Espectáculos;10;VARIABLES
03/11/2016;03/11/2016;COM. 64970028 SVRED CAJ OFI;-1,87;17213,74;17211,87;9088;-1,87;17211,87;2016-11-03;03/11/2016;COM;Gastos_Banco y organismos;Cargos banco;11;FIJO
03/11/2016;03/11/2016;CAJ. AJENO SERVIRED \MADRID;-100,00;17211,87;17111,87;9089;-100,00;17111,87;2016-11-03;03/11/2016;CAJ;Gastos_Gastos varios;Efectivo;11;VARIABLES
04/11/2016;04/11/2016;T/ MUSEU HISTORIA CA\B 01-11-2016;-7,00;17111,87;17104,87;9090;-7,00;17104,87;2016-11-01;01/11/2016;MUSEU;Gastos_Ocio y transporte;Espectáculos;11;VARIABLES
05/11/2016;05/11/2016;T/ FRANKFURT LES LLET\ 02-11-2016;-2,70;17104,87;17102,17;9091;-2,70;17102,17;2016-11-02;02/11/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
05/11/2016;05/11/2016;T/ VILANOVA COMELLAS \ 02-11-2016;-19,90;17102,17;17082,27;9092;-19,90;17082,27;2016-11-02;02/11/2016;VILANOVA;Gastos_Salud, saber y deporte;Belleza;11;VARIABLES
05/11/2016;05/11/2016;T/ CAFET.C T PRAT\PRAT 02-11-2016;-3,35;17082,27;17078,92;9093;-3,35;17078,92;2016-11-02;02/11/2016;CAFETC;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
06/11/2016;06/11/2016;T/ IZAKAYA TERRASSA \ 03-11-2016;-26,00;17078,92;17052,92;9094;-26,00;17052,92;2016-11-03;03/11/2016;IZAKAYA;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
06/11/2016;06/11/2016;T/ TABASA VALLVI S. 03-11-2016;-4,16;17052,92;17048,76;9095;-4,16;17048,76;2016-11-03;03/11/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
09/11/2016;06/11/2016;T/ AUTOPISTAS TERR 03-11-2016;-1,38;17048,76;17047,38;9096;-1,38;17047,38;2016-11-03;03/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
09/11/2016;07/11/2016;T/ AUTOPISTAS TERR 04-11-2016;-1,38;17047,38;17046,00;9097;-1,38;17046,00;2016-11-04;04/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
09/11/2016;07/11/2016;T/ AUTOPISTAS TERR 04-11-2016;-1,38;17046,00;17044,62;9098;-1,38;17044,62;2016-11-04;04/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
10/11/2016;07/11/2016;T/ TABASA VALLVI S. 04-11-2016;-4,16;17044,62;17040,46;9099;-4,16;17040,46;2016-11-04;04/11/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
10/11/2016;10/11/2016;T/ VIENA PARC VALLES \ 07-11-2016;-19,75;17040,46;17020,71;9100;-19,75;17020,71;2016-11-07;07/11/2016;VIENA;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
10/11/2016;10/11/2016;T/ CAFET.C T PRAT\PRAT 07-11-2016;-3,45;17020,71;17017,26;9101;-3,45;17017,26;2016-11-07;07/11/2016;CAFETC;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
10/11/2016;10/11/2016;T/ BON AREA 07-11-2016;-25,99;17017,26;16991,27;9102;-25,99;16991,27;2016-11-07;07/11/2016;BON;Gastos_Compras;Supermercado;11;VARIABLES
10/11/2016;10/11/2016;T/ DECATHLON SA TERRA\ 07-11-2016;-45,95;16991,27;16945,32;9103;-45,95;16945,32;2016-11-07;07/11/2016;DECATHLON;Gastos_Compras;Deportivo;11;VARIABLES
10/11/2016;10/11/2016;T/ TABASA VALLVI N. 07-11-2016;-3,70;16945,32;16941,62;9104;-3,70;16941,62;2016-11-07;07/11/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
10/11/2016;10/11/2016;T/ AUTOPISTAS TERR 07-11-2016;-1,38;16941,62;16940,24;9105;-1,38;16940,24;2016-11-07;07/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
10/11/2016;10/11/2016;R/ GAS GAS NATURAL GNS27630481116;-4,57;16940,24;16935,67;9106;-4,57;16935,67;2016-11-10;10/11/2016;GAS;Gastos_Servicios tipicos;Gas;11;FIJO
10/11/2016;10/11/2016;R/ SERHS FOOD A MENJADOR SERHS OC;-113,05;16935,67;16822,62;9107;-113,05;16822,62;2016-11-10;10/11/2016;SERHS;Gastos_Salud, saber y deporte;Menjador;11;FIJO
10/11/2016;10/11/2016;R/ SERHS FOOD A MENJADOR SERHS OC;-113,05;16822,62;16709,57;9108;-113,05;16709,57;2016-11-10;10/11/2016;SERHS;Gastos_Salud, saber y deporte;Menjador;11;FIJO
11/11/2016;11/11/2016;T/ VILANOVA COMELLAS \ 08-11-2016;-46,70;16709,57;16662,87;9109;-46,70;16662,87;2016-11-08;08/11/2016;VILANOVA;Gastos_Salud, saber y deporte;Belleza;11;VARIABLES
11/11/2016;11/11/2016;T/ FARMACIA ANARTE \ 08-11-2016;-17,89;16662,87;16644,98;9110;-17,89;16644,98;2016-11-08;08/11/2016;FARMACIA;Gastos_Salud, saber y deporte;Farmacia;11;VARIABLES
11/11/2016;11/11/2016;T/ CAFET.C T PRAT\PRAT 08-11-2016;-3,35;16644,98;16641,63;9111;-3,35;16641,63;2016-11-08;08/11/2016;CAFETC;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
11/11/2016;11/11/2016;T/ MERCADONA QUATRE C\ 08-11-2016;-106,02;16641,63;16535,61;9112;-106,02;16535,61;2016-11-08;08/11/2016;MERCADONA;Gastos_Compras;Supermercado;11;VARIABLES
11/11/2016;11/11/2016;T/ ES LA RIERA \EL PR 08-11-2016;-30,00;16535,61;16505,61;9113;-30,00;16505,61;2016-11-08;08/11/2016;RIERA;Gastos_Ocio y transporte;Gasolina;11;VARIABLES
11/11/2016;11/11/2016;T/ TABASA VALLVI S. 08-11-2016;-3,70;16505,61;16501,91;9114;-3,70;16501,91;2016-11-08;08/11/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
11/11/2016;11/11/2016;T/ AUTOPISTAS TERR 08-11-2016;-1,38;16501,91;16500,53;9115;-1,38;16500,53;2016-11-08;08/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
11/11/2016;11/11/2016;T/ AUTOPISTAS TERR 08-11-2016;-1,38;16500,53;16499,15;9116;-1,38;16499,15;2016-11-08;08/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
12/11/2016;12/11/2016;T/ REDPIZZA \ 09-11-2016;-19,60;16499,15;16479,55;9117;-19,60;16479,55;2016-11-09;09/11/2016;REDPIZZA;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
12/11/2016;12/11/2016;T/ CAFET.C T PRAT\PRAT 09-11-2016;-3,65;16479,55;16475,90;9118;-3,65;16475,90;2016-11-09;09/11/2016;CAFETC;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
12/11/2016;12/11/2016;T/ TABASA VALLVI S. 09-11-2016;-3,70;16475,90;16472,20;9119;-3,70;16472,20;2016-11-09;09/11/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
12/11/2016;12/11/2016;T/ AUTOPISTAS TERR 09-11-2016;-1,38;16472,20;16470,82;9120;-1,38;16470,82;2016-11-09;09/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
12/11/2016;12/11/2016;T/ AUTOPISTAS TERR 09-11-2016;-1,38;16470,82;16469,44;9121;-1,38;16469,44;2016-11-09;09/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
13/11/2016;13/11/2016;T/ AUTOPISTAS TERR 10-11-2016;-1,38;16469,44;16468,06;9122;-1,38;16468,06;2016-11-10;10/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
13/11/2016;13/11/2016;T/ TABASA VALLVI S. 10-11-2016;-4,16;16468,06;16463,90;9123;-4,16;16463,90;2016-11-10;10/11/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
13/11/2016;13/11/2016;T/ FRANKFURT LES LLET\ 10-11-2016;-10,45;16463,90;16453,45;9124;-10,45;16453,45;2016-11-10;10/11/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
13/11/2016;13/11/2016;T/ CAFET.C T PRAT\PRAT 10-11-2016;-3,45;16453,45;16450,00;9125;-3,45;16450,00;2016-11-10;10/11/2016;CAFETC;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
14/11/2016;14/11/2016;T/ REDPIZZA \ 11-11-2016;-19,60;16450,00;16430,40;9126;-19,60;16430,40;2016-11-11;11/11/2016;REDPIZZA;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
14/11/2016;14/11/2016;R/ LUZ IBERDROLA CL IBERDROLA OTRO;-10,79;16430,40;16419,61;9127;-10,79;16419,61;2016-11-14;14/11/2016;LUZ;Gastos_Servicios tipicos;Electricidad;11;FIJO
15/11/2016;15/11/2016;T/ AUTOPISTAS TERR 11-11-2016;-1,38;16419,61;16418,23;9128;-1,38;16418,23;2016-11-11;11/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
15/11/2016;15/11/2016;T/ AUTOPISTAS TERR 11-11-2016;-1,38;16418,23;16416,85;9129;-1,38;16416,85;2016-11-11;11/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
15/11/2016;07/11/2016;T/ KIABI.ES;-101,33;16416,85;16315,52;9130;-101,33;16315,52;2016-11-07;07/11/2016;KIABIES;Gastos_Compras;Ropa;11;VARIABLES
16/11/2016;16/11/2016;R/ SEGUROS CCM VIDA Y P Recibo:139;-20,51;16315,52;16295,01;9131;-20,51;16295,01;2016-11-16;16/11/2016;CCM;Gastos_Seguros;Seguro vida;11;FIJO
16/11/2016;16/11/2016;R/ SEGUROS CCM VIDA Y P Recibo:139;-15,87;16295,01;16279,14;9132;-15,87;16279,14;2016-11-16;16/11/2016;CCM;Gastos_Seguros;Seguro vida;11;FIJO
17/11/2016;17/11/2016;T/ FRANKFURT LES LLET\ 14-11-2016;-5,85;16279,14;16273,29;9133;-5,85;16273,29;2016-11-14;14/11/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
17/11/2016;17/11/2016;T/ FRANKFURT LES LLET\ 14-11-2016;-2,70;16273,29;16270,59;9134;-2,70;16270,59;2016-11-14;14/11/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
17/11/2016;17/11/2016;T/ AUTOPISTAS TERR 14-11-2016;-1,38;16270,59;16269,21;9135;-1,38;16269,21;2016-11-14;14/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
17/11/2016;17/11/2016;R/ TELEFONO VODAFONE ONO ONOAU16-0;-125,54;16269,21;16143,67;9136;-125,54;16143,67;2016-11-17;17/11/2016;TELEFONO;Gastos_Servicios tipicos;Telecomunicaciones;11;FIJO
18/11/2016;18/11/2016;T/ FRANKFURT LES LLET\ 15-11-2016;-2,70;16143,67;16140,97;9137;-2,70;16140,97;2016-11-15;15/11/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
18/11/2016;18/11/2016;T/ BON AREA 15-11-2016;-24,83;16140,97;16116,14;9138;-24,83;16116,14;2016-11-15;15/11/2016;BON;Gastos_Compras;Supermercado;11;VARIABLES
18/11/2016;18/11/2016;R/ LUZ ENDESA ENERG FACTURA DE ELE;-116,27;16116,14;15999,87;9139;-116,27;15999,87;2016-11-18;18/11/2016;ELE;Gastos_Servicios tipicos;Electricidad;11;FIJO
18/11/2016;18/11/2016;R/ BLITZ 40, S. Alquiler mes en c;-72,50;15999,87;15927,37;9140;-72,50;15927,37;2016-11-18;18/11/2016;BLITZ;Gastos_Vivienda y vehiculo;Alquiler Parking;11;FIJO
18/11/2016;18/11/2016;R/ SEGUROS ADESLAS CENT MODULAR CO;-113,89;15927,37;15813,48;9141;-113,89;15813,48;2016-11-18;18/11/2016;ADESLAS;Gastos_Salud, saber y deporte;Medico;11;VARIABLES
19/11/2016;19/11/2016;'T/ KINO''S BAKERY \ 16-11-2016';-9,85;15813,48;15803,63;9142;-9,85;15803,63;2016-11-16;16/11/2016;KINOS;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
19/11/2016;19/11/2016;COM. 76985025 SVRED CAJ OFI;-1,50;15803,63;15802,13;9143;-1,50;15802,13;2016-11-19;19/11/2016;COM;Gastos_Banco y organismos;Cargos banco;11;FIJO
19/11/2016;19/11/2016;CAJ. AJENO SERVIRED \TERRASSA;-100,00;15802,13;15702,13;9144;-100,00;15702,13;2016-11-19;19/11/2016;CAJ;Gastos_Gastos varios;Efectivo;11;VARIABLES
20/11/2016;20/11/2016;T/ FRANKFURT LES LLET\ 17-11-2016;-5,80;15702,13;15696,33;9145;-5,80;15696,33;2016-11-17;17/11/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
21/11/2016;21/11/2016;T/ FRANKFURT LES LLET\ 18-11-2016;-2,70;15696,33;15693,63;9146;-2,70;15693,63;2016-11-18;18/11/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
22/11/2016;22/11/2016;T/ VIENA TERRASSA CEN\ 19-11-2016;-7,70;15693,63;15685,93;9147;-7,70;15685,93;2016-11-19;19/11/2016;VIENA;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
23/11/2016;23/11/2016;T/ REDPIZZA \ 20-11-2016;-14,95;15685,93;15670,98;9148;-14,95;15670,98;2016-11-20;20/11/2016;REDPIZZA;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
24/11/2016;24/11/2016;T/ TABASA VALLVI S. 21-11-2016;-3,70;15670,98;15667,28;9149;-3,70;15667,28;2016-11-21;21/11/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
24/11/2016;24/11/2016;T/ AUTOPISTAS TERR 21-11-2016;-1,38;15667,28;15665,90;9150;-1,38;15665,90;2016-11-21;21/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
25/11/2016;25/11/2016;T/ FRANKFURT LES LLET\ 22-11-2016;-3,90;15665,90;15662,00;9151;-3,90;15662,00;2016-11-22;22/11/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
25/11/2016;25/11/2016;T/ CAFET.C T PRAT\PRAT 22-11-2016;-0,90;15662,00;15661,10;9152;-0,90;15661,10;2016-11-22;22/11/2016;CAFETC;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
26/11/2016;26/11/2016;T/ AUTOPISTAS TERR 23-11-2016;-1,38;15661,10;15659,72;9153;-1,38;15659,72;2016-11-23;23/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
26/11/2016;26/11/2016;T/ E.S.RUBI 9 23-11-2016;-45,18;15659,72;15614,54;9154;-45,18;15614,54;2016-11-23;23/11/2016;ESRUBI;Gastos_Ocio y transporte;Gasolina;11;VARIABLES
26/11/2016;26/11/2016;T/ FRANKFURT LES LLET\ 23-11-2016;-5,40;15614,54;15609,14;9155;-5,40;15609,14;2016-11-23;23/11/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
27/11/2016;27/11/2016;T/ AUTOPISTAS TERR 24-11-2016;-1,38;15609,14;15607,76;9156;-1,38;15607,76;2016-11-24;24/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
27/11/2016;27/11/2016;T/ AUTOPISTAS TERR 24-11-2016;-1,38;15607,76;15606,38;9157;-1,38;15606,38;2016-11-24;24/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
27/11/2016;27/11/2016;T/ AUTOPISTAS TERR 24-11-2016;-1,38;15606,38;15605,00;9158;-1,38;15605,00;2016-11-24;24/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
27/11/2016;27/11/2016;T/ FRANKFURT LES LLET\ 24-11-2016;-2,70;15605,00;15602,30;9159;-2,70;15602,30;2016-11-24;24/11/2016;FRANKFURT;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
27/11/2016;27/11/2016;T/ PARC VALLES \ 24-11-2016;-11,58;15602,30;15590,72;9160;-11,58;15590,72;2016-11-24;24/11/2016;PARC;Gastos_Compras;Supermercado;11;VARIABLES
27/11/2016;27/11/2016;T/ CAFET.C T PRAT\PRAT 24-11-2016;-3,60;15590,72;15587,12;9161;-3,60;15587,12;2016-11-24;24/11/2016;CAFETC;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
28/11/2016;28/11/2016;HAB. INFORMACIO I TECNOLOGIA DE CAT;1575,86;15587,12;17162,98;9162;1575,86;17162,98;2016-11-28;28/11/2016;HAB;Ingresos;Nomina;11;FIJO
28/11/2016;28/11/2016;HAB. FOMENT DE TERRASSA S.A. Transf;1785,88;17162,98;18948,86;9163;1785,88;18948,86;2016-11-28;28/11/2016;HAB;Ingresos;Nomina;11;FIJO
28/11/2016;28/11/2016;T/ CAFET.C T PRAT\PRAT 25-11-2016;-3,65;18948,86;18945,21;9164;-3,65;18945,21;2016-11-25;25/11/2016;CAFETC;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
28/11/2016;28/11/2016;T/ EL CELLER DE LA PA\ 25-11-2016;-13,50;18945,21;18931,71;9165;-13,50;18931,71;2016-11-25;25/11/2016;CELLER;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
28/11/2016;28/11/2016;T/ TAGLIATELLA PARC V\ 25-11-2016;-73,65;18931,71;18858,06;9166;-73,65;18858,06;2016-11-25;25/11/2016;TAGLIATELLA;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
30/11/2016;30/11/2016;R/ AJUNTAMENT D I.B.I. CA D.ALBI;-45,66;18858,06;18812,40;9167;-45,66;18812,40;2016-11-30;30/11/2016;AJUNTAMENT;Gastos_Banco y organismos;Ayuntamiento;11;FIJO
30/11/2016;30/11/2016;REC. 6061.9600001223;-485,11;18812,40;18327,29;9168;-485,11;18327,29;2016-11-30;30/11/2016;REC;Gastos_Banco y organismos;Hipoteca;11;FIJO
30/11/2016;30/11/2016;CAJ. AJENO SISTEMA 4B \TERRASSA;-140,00;18327,29;18187,29;9169;-140,00;18187,29;2016-11-30;30/11/2016;CAJ;Gastos_Gastos varios;Efectivo;11;VARIABLES
30/11/2016;30/11/2016;COM. 76985025 4b CAJ4 OFI9376;-1,85;18187,29;18185,44;9170;-1,85;18185,44;2016-11-30;30/11/2016;COM;Gastos_Banco y organismos;Cargos banco;11;FIJO
30/11/2016;30/11/2016;T/ AUTOPISTAS TERR 25-11-2016;-1,38;18185,44;18184,06;9171;-1,38;18184,06;2016-11-25;25/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
30/11/2016;30/11/2016;T/ TABASA VALLVI N. 25-11-2016;-3,70;18184,06;18180,36;9172;-3,70;18180,36;2016-11-25;25/11/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
30/11/2016;30/11/2016;T/ TABASA VALLVI S. 25-11-2016;-3,70;18180,36;18176,66;9173;-3,70;18176,66;2016-11-25;25/11/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
30/11/2016;30/11/2016;T/ AUTOPISTAS TERR 25-11-2016;-1,38;18176,66;18175,28;9174;-1,38;18175,28;2016-11-25;25/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
30/11/2016;30/11/2016;T/ CATALANA DIAG.I CIR 24-11-2016;-4,45;18175,28;18170,83;9175;-4,45;18170,83;2016-11-24;24/11/2016;CATALANA;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
01/12/2016;01/12/2016;FACT TARJETAS TARJ.CREDITO 07126017 16-12-01;-132,54;18170,83;18038,29;9176;-132,54;18038,29;2016-12-01;30/11/2016;FACT 07126017;Gastos_Banco y organismos;Credito Bea;11;VARIABLE
01/12/2016;01/12/2016;FACT TARJETAS TARJ.CREDITO 42689013 16-12-01;-291,17;18038,29;17747,12;9177;-291,17;17747,12;2016-12-01;30/11/2016;FACT;No computable;Recibo Tarjeta;11;
01/12/2016;01/12/2016;T/ CAFET.C T PRAT\PRAT 28-11-2016;-3,35;17747,12;17743,77;9178;-3,35;17743,77;2016-11-28;28/11/2016;CAFETC;Gastos_Ocio y transporte;Restaurantes;11;VARIABLES
01/12/2016;01/12/2016;T/ AUTOPISTAS TERR 28-11-2016;-1,38;17743,77;17742,39;9179;-1,38;17742,39;2016-11-28;28/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
01/12/2016;01/12/2016;T/ TABASA VALLVI S. 28-11-2016;-3,70;17742,39;17738,69;9180;-3,70;17738,69;2016-11-28;28/11/2016;TABASA;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
01/12/2016;01/12/2016;T/ AUTOPISTAS TERR 28-11-2016;-1,38;17738,69;17737,31;9181;-1,38;17737,31;2016-11-28;28/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
01/12/2016;01/12/2016;T/ LIDL TERRASSA LES \ 28-11-2016;-81,20;17737,31;17656,11;9182;-81,20;17656,11;2016-11-28;28/11/2016;LIDL;Gastos_Compras;Supermercado;11;VARIABLES
02/12/2016;02/12/2016;T/ AUTOPISTAS TERR 29-11-2016;-1,38;17656,11;17654,73;9183;-1,38;17654,73;2016-11-29;29/11/2016;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;11;VARIABLES
